種別,都道府県,年次,性別,年齢階級,人数
転出者数,全国,2025年,総数,50歳～54歳,96945
転出者数,全国,2025年,総数,55歳～59歳,74034
転出者数,全国,2025年,総数,60歳～64歳,49953
転出者数,全国,2025年,総数,65歳～69歳,31685
転出者数,全国,2025年,総数,70歳～74歳,23473
転出者数,全国,2025年,総数,75歳～79歳,22589
転出者数,全国,2025年,総数,80歳～84歳,18934
転出者数,全国,2025年,総数,85歳～89歳,15996
転出者数,全国,2025年,総数,90歳以上,11931
転出者数,全国,2025年,男,総数,1409065
転出者数,全国,2025年,男,0歳～4歳,49247
転出者数,全国,2025年,男,5歳～9歳,25754
転出者数,全国,2025年,男,10歳～14歳,14228
転出者数,全国,2025年,男,15歳～19歳,84370
転出者数,全国,2025年,男,20歳～24歳,322377
転出者数,全国,2025年,男,25歳～29歳,292625
転出者数,全国,2025年,男,30歳～34歳,177540
転出者数,全国,2025年,男,35歳～39歳,110822
転出者数,全国,2025年,男,40歳～44歳,78518
転出者数,全国,2025年,男,45歳～49歳,62923
転出者数,全国,2025年,男,50歳～54歳,59556
転出者数,全国,2025年,男,55歳～59歳,45666
転出者数,全国,2025年,男,60歳～64歳,30164
転出者数,全国,2025年,男,65歳～69歳,18200
転出者数,全国,2025年,男,70歳～74歳,12225
転出者数,全国,2025年,男,75歳～79歳,10287
転出者数,全国,2025年,男,80歳～84歳,6876
転出者数,全国,2025年,男,85歳～89歳,4759
転出者数,全国,2025年,男,90歳以上,2927
転出者数,全国,2025年,女,総数,1106666
転出者数,全国,2025年,女,0歳～4歳,47297
転出者数,全国,2025年,女,5歳～9歳,25050
転出者数,全国,2025年,女,10歳～14歳,13799
転出者数,全国,2025年,女,15歳～19歳,59782
転出者数,全国,2025年,女,20歳～24歳,263118
転出者数,全国,2025年,女,25歳～29歳,241255
転出者数,全国,2025年,女,30歳～34歳,137016
転出者数,全国,2025年,女,35歳～39歳,76323
転出者数,全国,2025年,女,40歳～44歳,49639
転出者数,全国,2025年,女,45歳～49歳,38506
転出者数,全国,2025年,女,50歳～54歳,37389
転出者数,全国,2025年,女,55歳～59歳,28368
転出者数,全国,2025年,女,60歳～64歳,19789
転出者数,全国,2025年,女,65歳～69歳,13485
転出者数,全国,2025年,女,70歳～74歳,11248
転出者数,全国,2025年,女,75歳～79歳,12302
転出者数,全国,2025年,女,80歳～84歳,12058
転出者数,全国,2025年,女,85歳～89歳,11237
転出者数,全国,2025年,女,90歳以上,9004
転出者数,北海道,2025年,総数,総数,58818
転出者数,北海道,2025年,総数,0歳～4歳,2000
転出者数,北海道,2025年,総数,5歳～9歳,1367
転出者数,北海道,2025年,総数,10歳～14歳,785
転出者数,北海道,2025年,総数,15歳～19歳,4333
転出者数,北海道,2025年,総数,20歳～24歳,14590
転出者数,北海道,2025年,総数,25歳～29歳,11515
転出者数,北海道,2025年,総数,30歳～34歳,6687
転出者数,北海道,2025年,総数,35歳～39歳,4166
転出者数,北海道,2025年,総数,40歳～44歳,3110
転出者数,北海道,2025年,総数,45歳～49歳,2519
転出者数,北海道,2025年,総数,50歳～54歳,2446
転出者数,北海道,2025年,総数,55歳～59歳,1675
転出者数,北海道,2025年,総数,60歳～64歳,1025
転出者数,北海道,2025年,総数,65歳～69歳,681
転出者数,北海道,2025年,総数,70歳～74歳,555
転出者数,北海道,2025年,総数,75歳～79歳,444
転出者数,北海道,2025年,総数,80歳～84歳,388
転出者数,北海道,2025年,総数,85歳～89歳,335
転出者数,北海道,2025年,総数,90歳以上,197
転出者数,北海道,2025年,男,総数,33197
転出者数,北海道,2025年,男,0歳～4歳,1053
転出者数,北海道,2025年,男,5歳～9歳,721
転出者数,北海道,2025年,男,10歳～14歳,394
転出者数,北海道,2025年,男,15歳～19歳,2508
転出者数,北海道,2025年,男,20歳～24歳,8073
転出者数,北海道,2025年,男,25歳～29歳,6423
転出者数,北海道,2025年,男,30歳～34歳,3747
転出者数,北海道,2025年,男,35歳～39歳,2396
転出者数,北海道,2025年,男,40歳～44歳,1934
転出者数,北海道,2025年,男,45歳～49歳,1597
転出者数,北海道,2025年,男,50歳～54歳,1541
転出者数,北海道,2025年,男,55歳～59歳,1108
転出者数,北海道,2025年,男,60歳～64歳,601
転出者数,北海道,2025年,男,65歳～69歳,379
転出者数,北海道,2025年,男,70歳～74歳,270
転出者数,北海道,2025年,男,75歳～79歳,173
転出者数,北海道,2025年,男,80歳～84歳,124
転出者数,北海道,2025年,男,85歳～89歳,91
転出者数,北海道,2025年,男,90歳以上,64
転出者数,北海道,2025年,女,総数,25621
転出者数,北海道,2025年,女,0歳～4歳,947
転出者数,北海道,2025年,女,5歳～9歳,646
転出者数,北海道,2025年,女,10歳～14歳,391
転出者数,北海道,2025年,女,15歳～19歳,1825
転出者数,北海道,2025年,女,20歳～24歳,6517
転出者数,北海道,2025年,女,25歳～29歳,5092
転出者数,北海道,2025年,女,30歳～34歳,2940
転出者数,北海道,2025年,女,35歳～39歳,1770
転出者数,北海道,2025年,女,40歳～44歳,1176
転出者数,北海道,2025年,女,45歳～49歳,922
転出者数,北海道,2025年,女,50歳～54歳,905
転出者数,北海道,2025年,女,55歳～59歳,567
転出者数,北海道,2025年,女,60歳～64歳,424
転出者数,北海道,2025年,女,65歳～69歳,302
転出者数,北海道,2025年,女,70歳～74歳,285
転出者数,北海道,2025年,女,75歳～79歳,271
転出者数,北海道,2025年,女,80歳～84歳,264
転出者数,北海道,2025年,女,85歳～89歳,244
転出者数,北海道,2025年,女,90歳以上,133
転出者数,青森県,2025年,総数,総数,20343
転出者数,青森県,2025年,総数,0歳～4歳,718
転出者数,青森県,2025年,総数,5歳～9歳,441
転出者数,青森県,2025年,総数,10歳～14歳,258
転出者数,青森県,2025年,総数,15歳～19歳,2551
転出者数,青森県,2025年,総数,20歳～24歳,5629
転出者数,青森県,2025年,総数,25歳～29歳,2955
転出者数,青森県,2025年,総数,30歳～34歳,1850
転出者数,青森県,2025年,総数,35歳～39歳,1367
転出者数,青森県,2025年,総数,40歳～44歳,1015
転出者数,青森県,2025年,総数,45歳～49歳,818
転出者数,青森県,2025年,総数,50歳～54歳,850
転出者数,青森県,2025年,総数,55歳～59歳,597
転出者数,青森県,2025年,総数,60歳～64歳,365
転出者数,青森県,2025年,総数,65歳～69歳,222
転出者数,青森県,2025年,総数,70歳～74歳,214
転出者数,青森県,2025年,総数,75歳～79歳,162
転出者数,青森県,2025年,総数,80歳～84歳,158
転出者数,青森県,2025年,総数,85歳～89歳,119
転出者数,青森県,2025年,総数,90歳以上,54
転出者数,青森県,2025年,男,総数,11284
転出者数,青森県,2025年,男,0歳～4歳,358
転出者数,青森県,2025年,男,5歳～9歳,233
転出者数,青森県,2025年,男,10歳～14歳,132
転出者数,青森県,2025年,男,15歳～19歳,1408
転出者数,青森県,2025年,男,20歳～24歳,2873
転出者数,青森県,2025年,男,25歳～29歳,1669
転出者数,青森県,2025年,男,30歳～34歳,1105
転出者数,青森県,2025年,男,35歳～39歳,813
転出者数,青森県,2025年,男,40歳～44歳,658
転出者数,青森県,2025年,男,45歳～49歳,530
転出者数,青森県,2025年,男,50歳～54歳,535
転出者数,青森県,2025年,男,55歳～59歳,396
転出者数,青森県,2025年,男,60歳～64歳,213
転出者数,青森県,2025年,男,65歳～69歳,126
転出者数,青森県,2025年,男,70歳～74歳,92
転出者数,青森県,2025年,男,75歳～79歳,67
転出者数,青森県,2025年,男,80歳～84歳,34
転出者数,青森県,2025年,男,85歳～89歳,30
転出者数,青森県,2025年,男,90歳以上,12
転出者数,青森県,2025年,女,総数,9059
転出者数,青森県,2025年,女,0歳～4歳,360
転出者数,青森県,2025年,女,5歳～9歳,208
転出者数,青森県,2025年,女,10歳～14歳,126
転出者数,青森県,2025年,女,15歳～19歳,1143
転出者数,青森県,2025年,女,20歳～24歳,2756
転出者数,青森県,2025年,女,25歳～29歳,1286
転出者数,青森県,2025年,女,30歳～34歳,745
転出者数,青森県,2025年,女,35歳～39歳,554
転出者数,青森県,2025年,女,40歳～44歳,357
転出者数,青森県,2025年,女,45歳～49歳,288
転出者数,青森県,2025年,女,50歳～54歳,315
転出者数,青森県,2025年,女,55歳～59歳,201
転出者数,青森県,2025年,女,60歳～64歳,152
転出者数,青森県,2025年,女,65歳～69歳,96
転出者数,青森県,2025年,女,70歳～74歳,122
転出者数,青森県,2025年,女,75歳～79歳,95
転出者数,青森県,2025年,女,80歳～84歳,124
転出者数,青森県,2025年,女,85歳～89歳,89
転出者数,青森県,2025年,女,90歳以上,42
転出者数,岩手県,2025年,総数,総数,19802
転出者数,岩手県,2025年,総数,0歳～4歳,632
転出者数,岩手県,2025年,総数,5歳～9歳,400
転出者数,岩手県,2025年,総数,10歳～14歳,235
転出者数,岩手県,2025年,総数,15歳～19歳,2239
転出者数,岩手県,2025年,総数,20歳～24歳,5562
転出者数,岩手県,2025年,総数,25歳～29歳,3240
転出者数,岩手県,2025年,総数,30歳～34歳,1868
転出者数,岩手県,2025年,総数,35歳～39歳,1191
転出者数,岩手県,2025年,総数,40歳～44歳,939
転出者数,岩手県,2025年,総数,45歳～49歳,874
転出者数,岩手県,2025年,総数,50歳～54歳,780
転出者数,岩手県,2025年,総数,55歳～59歳,601
転出者数,岩手県,2025年,総数,60歳～64歳,394
転出者数,岩手県,2025年,総数,65歳～69歳,263
転出者数,岩手県,2025年,総数,70歳～74歳,141
転出者数,岩手県,2025年,総数,75歳～79歳,151
転出者数,岩手県,2025年,総数,80歳～84歳,119
転出者数,岩手県,2025年,総数,85歳～89歳,92
転出者数,岩手県,2025年,総数,90歳以上,81
転出者数,岩手県,2025年,男,総数,10810
転出者数,岩手県,2025年,男,0歳～4歳,318
転出者数,岩手県,2025年,男,5歳～9歳,206
転出者数,岩手県,2025年,男,10歳～14歳,117
転出者数,岩手県,2025年,男,15歳～19歳,1188
転出者数,岩手県,2025年,男,20歳～24歳,2796
転出者数,岩手県,2025年,男,25歳～29歳,1803
転出者数,岩手県,2025年,男,30歳～34歳,1087
転出者数,岩手県,2025年,男,35歳～39歳,734
転出者数,岩手県,2025年,男,40歳～44歳,576
転出者数,岩手県,2025年,男,45歳～49歳,543
転出者数,岩手県,2025年,男,50歳～54歳,482
転出者数,岩手県,2025年,男,55歳～59歳,377
転出者数,岩手県,2025年,男,60歳～64歳,241
転出者数,岩手県,2025年,男,65歳～69歳,149
転出者数,岩手県,2025年,男,70歳～74歳,47
転出者数,岩手県,2025年,男,75歳～79歳,68
転出者数,岩手県,2025年,男,80歳～84歳,36
転出者数,岩手県,2025年,男,85歳～89歳,21
転出者数,岩手県,2025年,男,90歳以上,21
転出者数,岩手県,2025年,女,総数,8992
転出者数,岩手県,2025年,女,0歳～4歳,314
転出者数,岩手県,2025年,女,5歳～9歳,194
転出者数,岩手県,2025年,女,10歳～14歳,118
転出者数,岩手県,2025年,女,15歳～19歳,1051
転出者数,岩手県,2025年,女,20歳～24歳,2766
転出者数,岩手県,2025年,女,25歳～29歳,1437
転出者数,岩手県,2025年,女,30歳～34歳,781
転出者数,岩手県,2025年,女,35歳～39歳,457
転出者数,岩手県,2025年,女,40歳～44歳,363
転出者数,岩手県,2025年,女,45歳～49歳,331
転出者数,岩手県,2025年,女,50歳～54歳,298
転出者数,岩手県,2025年,女,55歳～59歳,224
転出者数,岩手県,2025年,女,60歳～64歳,153
転出者数,岩手県,2025年,女,65歳～69歳,114
転出者数,岩手県,2025年,女,70歳～74歳,94
転出者数,岩手県,2025年,女,75歳～79歳,83
転出者数,岩手県,2025年,女,80歳～84歳,83
転出者数,岩手県,2025年,女,85歳～89歳,71
転出者数,岩手県,2025年,女,90歳以上,60
転出者数,宮城県,2025年,総数,総数,44887
転出者数,宮城県,2025年,総数,0歳～4歳,1798
転出者数,宮城県,2025年,総数,5歳～9歳,1047
転出者数,宮城県,2025年,総数,10歳～14歳,500
転出者数,宮城県,2025年,総数,15歳～19歳,2940
転出者数,宮城県,2025年,総数,20歳～24歳,11448
転出者数,宮城県,2025年,総数,25歳～29歳,8589
転出者数,宮城県,2025年,総数,30歳～34歳,4939
転出者数,宮城県,2025年,総数,35歳～39歳,3237
転出者数,宮城県,2025年,総数,40歳～44歳,2441
転出者数,宮城県,2025年,総数,45歳～49歳,2062
転出者数,宮城県,2025年,総数,50歳～54歳,2120
転出者数,宮城県,2025年,総数,55歳～59歳,1537
転出者数,宮城県,2025年,総数,60歳～64歳,797
転出者数,宮城県,2025年,総数,65歳～69歳,431
転出者数,宮城県,2025年,総数,70歳～74歳,270
転出者数,宮城県,2025年,総数,75歳～79歳,257
転出者数,宮城県,2025年,総数,80歳～84歳,193
転出者数,宮城県,2025年,総数,85歳～89歳,174
転出者数,宮城県,2025年,総数,90歳以上,107
転出者数,宮城県,2025年,男,総数,25750
転出者数,宮城県,2025年,男,0歳～4歳,905
転出者数,宮城県,2025年,男,5歳～9歳,543
転出者数,宮城県,2025年,男,10歳～14歳,241
転出者数,宮城県,2025年,男,15歳～19歳,1773
転出者数,宮城県,2025年,男,20歳～24歳,6180
転出者数,宮城県,2025年,男,25歳～29歳,4987
転出者数,宮城県,2025年,男,30歳～34歳,2807
転出者数,宮城県,2025年,男,35歳～39歳,1948
転出者数,宮城県,2025年,男,40歳～44歳,1502
転出者数,宮城県,2025年,男,45歳～49歳,1325
転出者数,宮城県,2025年,男,50歳～54歳,1364
転出者数,宮城県,2025年,男,55歳～59歳,1036
転出者数,宮城県,2025年,男,60歳～64歳,490
転出者数,宮城県,2025年,男,65歳～69歳,273
転出者数,宮城県,2025年,男,70歳～74歳,132
転出者数,宮城県,2025年,男,75歳～79歳,112
転出者数,宮城県,2025年,男,80歳～84歳,57
転出者数,宮城県,2025年,男,85歳～89歳,44
転出者数,宮城県,2025年,男,90歳以上,31
転出者数,宮城県,2025年,女,総数,19137
転出者数,宮城県,2025年,女,0歳～4歳,893
転出者数,宮城県,2025年,女,5歳～9歳,504
転出者数,宮城県,2025年,女,10歳～14歳,259
転出者数,宮城県,2025年,女,15歳～19歳,1167
転出者数,宮城県,2025年,女,20歳～24歳,5268
転出者数,宮城県,2025年,女,25歳～29歳,3602
転出者数,宮城県,2025年,女,30歳～34歳,2132
転出者数,宮城県,2025年,女,35歳～39歳,1289
転出者数,宮城県,2025年,女,40歳～44歳,939
転出者数,宮城県,2025年,女,45歳～49歳,737
転出者数,宮城県,2025年,女,50歳～54歳,756
転出者数,宮城県,2025年,女,55歳～59歳,501
転出者数,宮城県,2025年,女,60歳～64歳,307
転出者数,宮城県,2025年,女,65歳～69歳,158
転出者数,宮城県,2025年,女,70歳～74歳,138
転出者数,宮城県,2025年,女,75歳～79歳,145
転出者数,宮城県,2025年,女,80歳～84歳,136
転出者数,宮城県,2025年,女,85歳～89歳,130
転出者数,宮城県,2025年,女,90歳以上,76
転出者数,秋田県,2025年,総数,総数,13685
転出者数,秋田県,2025年,総数,0歳～4歳,371
転出者数,秋田県,2025年,総数,5歳～9歳,257
転出者数,秋田県,2025年,総数,10歳～14歳,141
転出者数,秋田県,2025年,総数,15歳～19歳,1821
転出者数,秋田県,2025年,総数,20歳～24歳,3804
転出者数,秋田県,2025年,総数,25歳～29歳,2092
転出者数,秋田県,2025年,総数,30歳～34歳,1205
転出者数,秋田県,2025年,総数,35歳～39歳,817
転出者数,秋田県,2025年,総数,40歳～44歳,668
転出者数,秋田県,2025年,総数,45歳～49歳,579
転出者数,秋田県,2025年,総数,50歳～54歳,520
転出者数,秋田県,2025年,総数,55歳～59歳,371
転出者数,秋田県,2025年,総数,60歳～64歳,281
転出者数,秋田県,2025年,総数,65歳～69歳,184
転出者数,秋田県,2025年,総数,70歳～74歳,158
転出者数,秋田県,2025年,総数,75歳～79歳,143
転出者数,秋田県,2025年,総数,80歳～84歳,111
転出者数,秋田県,2025年,総数,85歳～89歳,91
転出者数,秋田県,2025年,総数,90歳以上,71
